Date	Workout
20041117	"Tabata ""Bottom to Bottom"" Squat Run 1 mileClock starts for run on rising from last squat.The Tabata Bottom to Bottom Squat is a Tabata Squat but each rep begins at the bottom and ends at the bottom. The turn around at the top is immediate - no pause. The ten-second rest for each interval is also held at the bottom of the squat as opposed to the top. Interestingly, this squat, in contrast to the ""normal"" Tabata squat, motivates full hip extension. Also, the ten second rests don't seem as short with this protocol!"
20041116	For time: Row 1000 meters 45 pound Thruster, 50 reps 30 Pull-ups Row 750 meters 45 pound Thruster, 25 reps 15 Pull-ups Row 500 meters 45 pound Thruster, 15 reps 9 pull-ups
20041115	For time: 20 inch Box jump, 50 reps Rope climb, 5 ascents 1.5 pood Kettlebell swing, 50 reps 50 sit-ups 40 pound dumbbell Hang power clean, 50 reps 800 meter Run 50 Back extensions
20041114	Rest Day
20041113	Five rounds for time of: Deadlift 10 reps 30 Dips
20041112	Three rounds for time of: 50 Wallball shots, 20 pound ball 30 Sit-ups 20 Pull-ups
20041111	"""Isabel""For time: Snatch 135 pounds, 30 reps"
20041110	Rest Day
20041109	For time: Run 800 meters 10 rounds of the couplet: Knees to elbows, 10 reps Hug-a-twinky, 10 reps Run 800 meters
20041108	Five rounds for time of: Walking Lunge, 25 steps 15 Burpees 5 Muscle-ups
20041107	Back Squat 3-2-2-2-1-1-1-1-1 reps
20041106	Rest Day
20041105	"""Chelsea"""
20041104	Run 10 K
20041103	"""Linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:Deadlift: 1 Â½ bodyweight Bench press: bodyweight Clean: Â¾ bodyweight"
20041102	Rest Day What is the role of P.T. in teaching patterns for success, or is it all longevity/survival?
20041101	Five rounds for time of: Deadlift 225 pounds, 15 reps 15 Ring Dips
20041231	Run 5K
20041230	For time: 25 Walking lunge steps   20 Pull-ups 50 Box jumps, 20 inch box 20 Double-unders 25 Ring dips 20 Knees to elbows 30 Kettlebell swings, 2 pood 30 Sit-ups 20 Hang squat cleans, 35 pound dumbells 25 Back extensions 30 Wall ball shots, 20 pound ball 3 Rope climb ascents
20041229	Complete as many rounds as you can in 20 minutes of: 5 Squats 10 Push-ups 15 Pull-ups
20041228	Rest Day
20041227	3 rounds for time of: Run 800 meters 100 squats
20041226	Clean and Jerk 1-1-1-1-1-1-1-1-1-1 reps
20041225	"Complete 21, 15, and 9 rep rounds for time of:  Jump and reach target 18"" above maximum standing reach Handstand Push-ups"
20041224	Rest Day
20041223	Deadlift 3-2-2-2-1-1-1-1-1 reps
20041222	"""Lynne""Five rounds for max reps of: Body weight bench press Pull-ups"
20041221	Five rounds for time of: 50 Wallball shots, 20 pound ball Run 400 meters
20041220	Rest Day
20041219	Snatch 1-1-1-1-1-1-1-1-1-1 reps
20041218	Complete as many rounds as you can in 20 minutes of: 5 Box jumps, 26 inch box 10 L-pull-ups 15 Sit-ups
20041217	Run 10 K
20041216	Rest Day
20041215	Front Squat 3-2-2-2-1-1-1-1-1 reps
20041214	Complete as many rounds as you can in 20 minutes of: Clean 135 pounds, 10 reps 10 Handstand pushups
20041213	"""Helen""Three rounds for time: Run 400 meters 1Â½  pood Kettlebell X 21 swings (or 50 pound dumbbell swing) 12 Pull-ups"
20041212	Rest Day
20041211	Push Press 3-2-2-2-1-1-1-1-1 reps
20041210	4 rounds for time of: 20 inch Box jump, 30 reps 30 push-ups 1.5 pood Kettlebell swing, 30 reps 30 pull-ups 30 Wallball shots, 20 pound ball
20041209	Seven rounds of: Overhead squats, 3 reps 10 Knees to elbows
20041208	Rest Day
20041207	Clean 3-2-2-2-1-1-1-1-1 reps
20041206	"""Lynne""Five rounds for max reps of: Body weight bench press Pull-ups"
20041205	"""Nancy""5 rounds for time of: 400 meter run 95 pound Overhead squat, 15 reps"
20041204	Rest Day
20041203	"""Jonesworthy""6 rounds for time of: Squat 80-64-50-32-16-8 reps 1.5 pood Kettlebell swing 40-32-25-16-8-4 reps Pull-ups 20-16-12-8-4-2 reps"
20041202	Deadlift 3-2-2-2-1-1-1-1-1 reps
20041201	"""Fight Gone Bad!""This is our famous ""Fight Gone Bad"" workout. It has been used extensively to prep fighters for the UFC. In this workout you move from each of five stations after a minute. This is a five-minute round from which a one-minute break is allowed before repeating. We've used this in 3 and 5 round versions. Today is 3 rounds. The stations are: Wall-ball - 20 pound ball, 10 ft target. (Reps)  Sumo deadlift high-pull 75 pounds (Reps)  Box Jump - 20"" box (Reps)  Push-press 75 pounds (Reps)  Row  (Calories) The clock does not reset or stop between exercises. On call of ""rotate,"" the athlete/s must move to next station immediately for good score. One point is given for each rep, except on the rower where each calorie is one point."
20050131	"""Lynne""Five rounds for max reps of: Body weight bench press Pull-ups"
20050130	
20050129	Rest Day
20050128	Run or Row 10 K
20050127	Five rounds for time of: Run 400 meters 95 pound Thruster, 15 reps 15 Pull-ups
20050126	Deadlift 3-2-2-2-1-1-1-1-1 reps
20050125	Rest Day
20050124	For time: 30 Pull-ups 50 Kettlebell swings, 1.5 pood 75 Sit-ups 50 Push-ups 30 Front squats, 95 pounds 50 Back Extensions 25 Handstand push-ups 30 Hang squat cleans, 95 pounds 30 Knees to elbows 35 Dips 21 Snatches, 95 pounds 75 Sit-ups
20050123	How many times can you take 135 pounds from ground to overhead in 10 minutes?
20050122	5 rounds for time of: Run 400 meters 7 Muscle-ups
20050121	Rest Day
20050120	Back Squat 3-2-2-2-1-1-1-1-1 reps
20050119	Cindy Complete as many rounds in 20 minutes as you can of:  5 Pull-ups  10 Push-ups 15 Squats OR Mary  Complete as many rounds in 20 minutes as you can of:  5 Handstand Push-ups 10 One legged squats, alternating 15 Pull-ups
20050118	"""Fight Gone Bad!""This is our famous Fight Gone Bad workout. It has been used extensively to prep fighters for the UFC. In this workout you move from each of five stations after a minute. This is a five-minute round from which a one-minute break is allowed before repeating. Weve used this in 3 and 5 round versions. Today is 3 rounds. The stations are: Wall-ball  20 pound ball, 10 ft target. (Reps)  Sumo deadlift high-pull 75 pounds (Reps)  Box Jump  20 box (Reps)  Push-press 75 pounds (Reps)  Row  calories (Calories) The clock does not reset or stop between exercises. On call of rotate, the athlete/s must move to next station immediately for good score. One point is given for each rep, except on the rower where each calorie is one point."
20050117	Rest Day
20051016	Power clean 3-2-2-2-1-1-1-1-1 reps
20050115	Back Squat 3-2-2-2-1-1-1-1-1 reps
20050114	Push press 3-2-2-2-1-1-1-1-1 reps
20050113	Rest Day
20050112	Complete as many rounds in twenty minutes as you can of: 10 Pull-ups 10 Ring Dips (or 15 Bar dips) 10 Lunge steps
20050111	HelenThree rounds for time: Run 400 meters 1 ½ pood Kettlebell X 21 swings (or 55 pound dumbbell swing) 12 Pull-ups
20050110	For time: 25 Handstand push-ups 25 Overhead squats, 95 pounds 25 Pull-ups 25 Double unders 25 Pass-throughs 25 One legged squats 25 Muscle-ups
20050109	Rest Day
20050108	Deadlift 10-10-10-10-10-10-10 reps
20050107	Run 5K
20050106	For time: 15,12, and 9 rep rounds of: Dumbbell Thruster Pull-upsFor the Thrusters use a pair of dumbbells with each dumbbells weight equivalent to 1/5 your bodyweight. Weight your pull-ups with one of the dumbbells used for the Thrusters. Placing the dumbbell between the legs above crossed ankles works great.
20050105	Rest Day
20050104	3 rounds for time of: Row 500 meters 50 Dips
20050103	Complete as many rounds as you can in 20 minutes of: 10 Hang squat cleans, 135 pounds 25 Wall ball shots, 20 pound ball
20050102	3 rounds for time of: Run 400 meters 30 Overhead squats, 75 pounds 21 Pull-ups
20050101	Rest Day
20050228	Three rounds for time of: Run 800 meters 30 Pull-ups 40 Push-ups 50 Squats
20050227	"""Linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:Deadlift: 1 ½ bodyweight Bench press: bodyweight Clean: ¾ bodyweight"
20050226	Rest Day
20050205	Deadlift 3-2-2-2-1-1-1-1-1 reps
20050224	Fractured Fran  Complete 5 rounds for time of:  95-pound Thruster, 9 reps 9 Pull-ups
20050223	2 rounds for time of: 10 Standing long jumps 100 ft Walking lunge  21 Kettlebell swings, 1.5 pood 21 Pull-ups 21 Burpess 21 Ball Slams, 20 pound yellow D-ballFollowed by: Press overhead 1-1-1 repsThe press overhead can be a Push-ress, Push-jerk, or Split jerk. Ramp up over the three reps to a max load.
20050222	Rest Day
20050221	Five rounds for time of: Row 500 meters Run 400 meters
20050220	Complete 32 intervals of 20 seconds of work followed by ten seconds of rest where the first 8 intervals are pull-ups, the second 8 are push-ups, the third 8 intervals are sit-ups, and finally, the last 8 intervals are squats. There is no rest between exercises.
20050219	Hang squat clean 3-3-3 reps Front squat 3-3-3 reps Split jerk 3-3-3 reps
20050218	Rest Day
20050217	Complete three rounds for time of:  Run 800 meters 75 Squats 50 Sit-ups
20050216	Complete as many rounds as you can in twenty minutes of:  10 False grip ring pull-ups, pulling hands to the chest 10 Ring dips, sinking as low as you can go
20050215	Snatch 1-1-1-1-1-1-1 reps
20050214	Rest Day
20050213	Five rounds for time of: Row 500 meters 21 Ring dips
20050212	For time: 185 pound Deadlift, 21 reps Run 400 meters 21 Knees to elbows 185 pound Deadlift, 18 reps Run 400 meters 18 Knees to elbows 185 pound Deadlift, 15 reps Run 400 meters 15 Knees to elbows 185 pound Deadlift, 12 reps Run 400 meters 12 Knees to elbows
20050211	7 rounds for time of: Hang clean 2 reps 20 Pull-ups Divide load selected (pounds) by time to completion (seconds).
20050210	Rest Day
20050209	7 rounds for time of: Push-jerk 2 reps 25 Push-ups Divide load selected (pounds) by time to completion (seconds).
20050208	Clean 1-1-1-1-1-1-1 reps
20050207	"""Chelsea"""
20050206	Rest Day
20050205	For time: 25 Double-unders 25 Kettlebell swings, 1.5 pood 25 Sit-ups Run 400 meters 25 Hang squat cleans, 40 pound dumbbells 25 Back Extensions Row 500 meters 25 One-arm Snatches, 40 pound dumbells 25 Knees to elbows Run 400 meters 25 Push press, 40 pound dumbells 25 Stiff-legged deadlifts, 40 pound dumbells
20050104	Front Squat 10-10-10-10-10 reps.
20050203	Complete as many rounds in twenty minutes as you can of:  Run 200 meters 60-pound Thrusters, 20 reps 20 inch Box Step-ups, with 60 pounds, 20 reps 15 Pull-ups
20050202	Rest Day
20050201	"""Diane""21-15-9 reps of: Deadlift 225 Handstand push-upsThis is 3 rounds; the first at 21 reps, the second at 15, and the third at 9 reps. Its expected that youll need to partition the sets, e.g., Deadlift 7-7-7 & Handstand push-up 3-3-3-3-3-3-3 as a first round. Interval management  work/rest timing to optimize time is an essential skill. If the load is too much under any partitioning scheme, reduce it. If you need help with the handstand push-up, take it in any manner you can get it. If the handstand push-up (HSPU) is clearly beyond your current capacity, substitute a standing dumbbell shoulder press (hip and leg free). Though a less functional press, the standing shoulder press is a closer simulation to the HSPU than the more functional push-press or jerk. The point is that theres a manageable substitution for this workout for everyone that preserves both its mechanical and metabolic characteristics  this will be your Diane."
20050331	HelenThree rounds for time: Run 400 meters 1 ½ pood Kettlebell X 21 swings (or 55 pound dumbbell swing) 12 Pull-ups
20050330	Rest Day
20050329	For time: 100 L-Pull-ups
20050328	5 rounds for time of: 45-pound Dumbbell hang squat clean thruster, 10 reps Run 400 meters
20050327	Run 10 K
20050326	Rest Day
20050325	Five rounds for time of: Row 500 meters 135 pound Bench press, 15 reps.
20050324	Back Squat 3-2-2-2-1-1-1-1-1 reps.
20050323	Complete as many rounds in 20 minutes as you can of:  7 Handstand push-ups 12 L-Pull-ups
20050322	Rest Day
20050321	Snatch 1-1-1-1-1-1-1-1-1-1 reps.
20050320	Complete as many rounds in 20 minutes as you can of:  70 pound Dumbbell deadlift, 10 reps 3 Rope Climb, 15 ft
20050319	Five rounds for time of: 7 Muscle-ups Run 400 meters
20050318	Rest Day
20050317	Barbell Thruster 1-1-1-1-1-1-1-1-1-1-1-1 reps.
20050316	Three rounds for time of: Run 800 meters 50 Wallball shots, 20 pound ball
20050315	Cindy Complete as many rounds in 20 minutes as you can of:  5 Pull-ups  10 Push-ups 15 Squats
20050314	Rest Day
20050313	For time: 100 ft Walking lunge 50 Push-ups 50 Double-unders 25 Knees to elbows 5 Rope climb, 15 ft 50 Box jump, 24 inch box 25 Overhead squats, 65 pounds 25 L-pull-ups 50 Sit-ups
20050312	Dumbell Clean and Jerk 5-5-5-5-5 reps.Go heavy. Ground to overhead.
20050311	BarbaraFive rounds, each for time of: 20 Pull-ups 30 Push-ups 40 Sit-ups 50 Squats
20050310	Rest Day
20050309	"""Diane""21-15-9 reps of: Deadlift 225 Handstand push-upsThis is 3 rounds; the first at 21 reps, the second at 15, and the third at 9 reps. It's expected that you'll need to partition the sets, e.g., Deadlift 7-7-7 & Handstand push-up 3-3-3-3-3-3-3 as a first round. Interval management (work/rest timing to optimize time) is an essential skill. If the load is too much under any partitioning scheme, reduce it. If you need help with the handstand push-up, take it in any manner you can get it. If the handstand push-up (HSPU) is clearly beyond your current capacity, substitute a standing dumbbell shoulder press (hip and leg free). Though a less functional press, the standing shoulder press is a closer simulation to the HSPU than the more functional push-press or jerk. The point is that there's a manageable substitution for this workout for everyone that preserves both its mechanical and metabolic characteristics - this will be ""your Diane."""
20050308	Run 5 K
20050307	Three rounds, 15-12-and 9 reps, for time of: 135 pound barbell Thrusters 45 pound weighted Pull-upsFor weighted pull-ups, placing a 45 pound dumbbell between the legs above crossed ankles works great.
20050306	Rest Day
20050305	Three rounds, 21-15- and 9 reps, for time of: Handstand push-ups Pull-ups
20050304	Four rounds for time of: Run 400 meters 50 Squats
20050303	Ten rounds for time of: 135 lb Deadlift, 15 reps 15 Push-ups
20050302	Rest Day
20050301	Complete for time: 95 pound Thrusters, 45 reps 45 Pull-ups
20050430	For time: Run 1 mile 100 Sit-ups 100 Back extensions Run 1 mileMix and match back extensions and sit-ups as needed.
20050429	Five rounds for time of: Run 400 meters 100 ft Walking lunge 35 push-ups
20050428	Three rounds, 15-12-and 9 reps, for time of: 135 pound barbell Thrusters 45 pound weighted Pull-upsFor weighted pull-ups, placing a 45 pound dumbbell between the legs above crossed ankles works great.
20050427	Rest Day
20050426	Complete as many rounds in 20 minutes as you can of:  35 pound dumbbell clean and press (or jerk), 10 reps 1 ascent, 15 foot rope (or 7 pull-ups)Take dumbbells from ground to overhead each rep. Climb rope without legs or post otherwise.
20050425	Snatch 1-1-1-1-1-1-1 reps
20050424	Cindy Complete as many rounds in 20 minutes as you can of:  5 Pull-ups  10 Push-ups 15 Squats
20050423	Rest Day
20050422	Give 30 minutes to handstand and handwalking practice.
20050421	Three rounds for time of: Run 800 meters 25 L-pull-ups 75 pound Overhead squats, 30 reps
20050420	"""Linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:Deadlift: 1 ½ bodyweight Bench press: bodyweight Clean: ¾ bodyweight"
20050419	Rest Day
20050418	Three rounds for time of: 7 Muscle-ups 225-pound Deadlift, 15 reps  Row 1000 meters
20050417	Clean and Jerk 1-1-1-1-1-1-1-1-1-1 reps
20050416	Angie For time:  100 Pull-ups 100 Push-ups 100 Sit-ups 100 Squats
20050415	Rest Day
20050414	Row 10 K
20050413	Five rounds for time of: 15 L-pull-ups 21 Back extensions
20050412	"""Fight Gone Bad!""This is our famous Fight Gone Bad workout. It has been used extensively to prep fighters for the UFC. In this workout you move from each of five stations after a minute. This is a five-minute round from which a one-minute break is allowed before repeating. Weve used this in 3 and 5 round versions. Today is 3 rounds. The stations are: Wall-ball  20 pound ball, 10 ft target. (Reps)  Sumo deadlift high-pull 75 pounds (Reps)  Box Jump  20 box (Reps)  Push-press 75 pounds (Reps)  Row  calories (Calories) The clock does not reset or stop between exercises. On call of rotate, the athlete/s must move to next station immediately for good score. One point is given for each rep, except on the rower where each calorie is one point."
